ID,GLON,GLAT,r
157,6.218108049,-0.582879279,0.002816756
158,6.222309787,-0.046731695,0.002266626
159,6.259562786,-0.281795907,0.003035295
160,6.344553133,-0.01274757,0.002416392
161,6.3589344,-0.82353885,0.002857283
162,6.364533763,-0.053770888,0.004824657
163,6.552608318,-0.094379684,0.005170339
164,6.590317814,0.246113354,0.002526111
165,6.614399238,0.138618894,0.002827105
166,6.786257719,0.226324163,0.004517811
167,6.787389665,-0.018396582,0.001884238
168,6.824553309,-0.019487104,0.002564022
169,6.825967715,-0.221818604,0.002249659
170,6.836510082,0.022060727,0.002040649
171,6.930741846,0.165749415,0.003320546
172,6.978418431,-0.088710423,0.002571779
173,6.989129252,0.194013682,0.00209907
174,7.009733881,0.734618826,0.002734727
175,7.011050311,-0.254626187,0.007719215
176,7.014544598,-0.252183655,0.003335549
177,7.033384943,0.725450634,0.003380754
178,7.033511897,0.74870386,0.002086682
179,7.115920375,0.719917344,0.002744025
180,7.177079551,0.08488821,0.003596268
181,7.206223165,0.2423116,0.005311304
182,7.256843434,0.566852566,0.002567457
183,7.260670988,-0.51796226,0.003787856
184,7.262066215,-0.534141522,0.00221389
185,7.265817792,0.184783361,0.004113196
186,7.290237062,-0.174114524,0.003674918
187,7.31741907,0.034183738,0.00303205
188,7.350849109,0.033894375,0.007102769
189,7.398654376,-0.160937868,0.002114045
190,7.420144697,0.366369688,0.00374511
191,7.425853201,0.287364605,0.002682803
192,7.4379514,0.383050138,0.002336762
193,7.446691362,-0.16217658,0.004045824
194,7.470070584,0.06384913,0.001842387
195,7.470614498,0.058455446,0.005325074
196,7.473645483,0.063995476,0.002032493
197,7.475464812,0.611394844,0.002175799
198,7.506389888,0.401140318,0.003857846
199,7.508560734,-0.226505081,0.002538656
200,7.517189201,0.201433614,0.002282254
201,7.525711934,0.390513112,0.003994019
202,7.612391855,-0.109077866,0.002956463
203,7.635780871,-0.149181457,0.002338375
204,7.650497464,-0.16241679,0.002319673
205,7.797451405,-0.123943169,0.002920212
206,7.816687341,-0.461466224,0.003925097
207,7.927843615,-0.397589555,0.003988874
208,7.971898654,-0.36924607,0.002767583
209,7.978885047,-0.359017649,0.004047931
210,8.00467516,-0.13482207,0.001512598
211,8.122158367,0.132723649,0.003751746
212,8.139100577,-0.027739961,0.004275791
213,8.140946778,0.223943197,0.00523297
214,8.171644221,-0.080192473,0.002426827
215,8.202831732,-0.034326527,0.002220111
216,8.250312671,-0.44045114,0.005248182
217,8.276045771,0.50673307,0.001617619
218,8.344919176,0.063834203,0.009337636
219,8.346045232,-0.322695301,0.002111384
220,8.350542061,-0.318640512,0.004661321
221,8.375737539,-0.347530303,0.004307754
222,8.377418307,-0.352582934,0.004100985
223,8.393239344,0.176171339,0.002465958
224,8.470775486,-0.26444895,0.006122645
225,8.562721514,-0.681517223,0.003911984
226,8.589225891,-0.227785798,0.002096751
227,8.613808789,0.294755862,0.001906753
228,8.641761032,-0.117327909,0.005415946
229,8.661889503,-0.342608828,0.006246389
230,8.668165195,-0.351930953,0.002180231
231,8.696277636,-0.177270081,0.004068545
232,8.739498663,-0.398583994,0.0026471
233,8.74409555,-0.388426612,0.002351309
234,8.814985803,-0.373181327,0.001622623
235,8.827205762,-0.026070928,0.002865396
236,8.872864686,-0.319493892,0.004060594
237,9.210506774,-0.20450933,0.0033676
238,9.228738683,0.027446212,0.004347894
239,9.240254875,-0.190962327,0.002485963
240,9.332135929,0.86191206,0.001878136
241,9.386836791,-0.134754516,0.0022595
242,9.403841225,-0.091222556,0.004663149
243,9.475807555,0.165721479,0.002512093
244,9.482511209,-0.232817375,0.003402305
245,9.596936204,0.166091089,0.004614111
246,9.597825464,0.198939856,0.002279846
247,9.615715724,0.196450216,0.004794228
248,9.623380438,-0.709564179,0.003926484
249,9.661231435,0.588684886,0.005267153
250,9.711845905,-0.221491319,0.003012908
251,9.8608196,-0.736122644,0.002207776
252,9.874835948,-0.747538643,0.005952498
253,9.926915326,-0.747802707,0.003873434
254,9.957559996,-0.122910743,0.00462835
255,9.963449773,0.068650014,0.00372049
256,9.968084974,-0.209427816,0.003253737
257,9.997621506,-0.033098314,0.00354096
258,10.00057182,-0.751536119,0.002625245
259,10.00273408,-0.786410846,0.006479151
260,10.0425717,-0.064755677,0.002241004
261,10.05872566,-0.070980902,0.002099986
262,10.06622894,-0.168306576,0.002814256
263,10.09358115,0.05552924,0.002500395
264,10.15967977,-0.379888309,0.004802795
265,10.18559485,-0.395372886,0.004182108
266,10.19997848,-0.464112829,0.003606262
267,10.21115576,0.42920575,0.005050006
268,10.23808498,0.114226426,0.003660956
269,10.24143848,0.116773782,0.001608093
270,10.26480926,0.074433899,0.002470973
271,10.28688331,-0.108709023,0.002036732
272,10.29157516,-0.130640889,0.004531035
273,10.2941937,-0.144340607,0.003178509
274,10.29479318,-0.158432938,0.004623322
275,10.31542485,0.141788568,0.001493808
276,10.31953686,-0.261059996,0.00314259
277,10.31995437,-0.233587934,0.003380569
278,10.32065103,-0.156682785,0.004479922
279,10.39236751,0.539269199,0.004896129
280,10.44054349,0.011112609,0.003707194
281,10.46062839,0.034093187,0.004671653
282,10.46872893,0.023543036,0.001824807
283,10.47251872,0.026755535,0.002697706
284,10.57004699,-0.04381791,0.001674372
285,10.5979246,-0.383544504,0.004846513
286,10.60875959,-0.028744789,0.002218797
287,10.61926642,-0.380317791,0.001501828
288,10.62249038,-0.38246038,0.005459258
289,10.62515586,-0.379985235,0.001544803
290,10.62624072,-0.372609513,0.002252379
291,10.62901122,-0.33800498,0.004700037
292,10.63075975,-0.38588624,0.002202776
293,10.67102058,-0.210254903,0.006130119
294,10.67440243,-0.024889078,0.001448812
295,10.67874135,-0.031100069,0.002416735
296,10.68047698,-0.027417291,0.001382667
297,10.68341653,-0.026025022,0.001506201
298,10.75197636,-0.368433504,0.002783585
299,10.752044,0.056094137,0.002947814
300,10.77464181,-0.045335307,0.001793992
301,10.8253811,-0.103267849,0.0022348
302,10.82542752,-0.009139438,0.00388064
303,10.85674653,0.063838731,0.00414731
304,10.88618006,-0.049401619,0.002138691
305,10.96495475,0.009027635,0.003896864
306,10.97040262,0.134114388,0.002928655
307,10.99288919,-0.369966058,0.00515162
308,11.03371997,0.063525339,0.004939538
309,11.07305282,-0.228466005,0.005030388
310,11.111339,-0.400237224,0.005423326
311,11.17175466,-0.065454727,0.003843223
312,11.27430656,-0.052018518,0.003456247
313,11.2817794,0.202882665,0.001942327
314,11.32537143,0.660432174,0.002322361
315,11.33489717,0.058309725,0.001705503
316,11.56010203,-0.10532095,0.002039832
317,11.5961265,-0.128062335,0.002016619
318,11.6539069,-0.211223067,0.002051382
319,11.68475665,-0.201517167,0.001953331
320,11.68721942,-0.226532064,0.003016892
321,11.74250222,-0.232645874,0.004556946
322,11.74739949,-0.136305791,0.002662062
323,11.7520497,-0.150573151,0.002039497
324,11.75859533,-0.150477575,0.002112525
325,11.76817499,-0.032348938,0.001953014
326,11.77173868,-0.040823796,0.003584134
327,11.77358331,-0.072209633,0.002713029
328,11.77889885,0.178224549,0.002918532
329,11.81973172,0.836222562,0.002936659
330,11.89184654,-0.217492236,0.00229561
331,11.90142326,0.726605262,0.002388127
332,11.92898106,0.760095785,0.003512165
333,11.93732169,-0.614619007,0.005580737
334,11.94663014,-0.036098353,0.004255484
335,11.94828051,-0.596960208,0.0034265
336,11.97781435,-0.097599826,0.003425287
337,11.98224799,0.554946899,0.002311924
338,11.99204472,-0.274500702,0.002803764
339,12.0102983,-0.256828454,0.001930047
340,12.02687269,-0.153056686,0.002562959
341,12.08906178,-0.414721353,0.005559885
342,12.14519715,-0.041664023,0.002823504
343,12.15829861,-0.134639826,0.002007434
344,12.1903187,-0.104215586,0.003552056
345,12.19362171,-0.111854257,0.001908851
346,12.19786566,-0.163704455,0.003831609
347,12.20108839,-0.106965993,0.001862295
348,12.20302031,-0.110624561,0.001823472
349,12.20596743,0.118577654,0.004054062
350,12.20745933,-0.274528218,0.002045741
351,12.20854605,-0.10392971,0.002137912
352,12.210576,-0.097255127,0.001586228
353,12.21283523,-0.118604845,0.001788811
354,12.21650042,-0.101128798,0.001387116
355,12.2388212,0.336593408,0.003017241
356,12.34838046,-0.006395353,0.002061504
357,12.38218705,0.002954968,0.003200874
358,12.39083164,0.330137584,0.002470478
359,12.39642412,-0.464836812,0.003843956
360,12.39738756,0.228045322,0.003253392
361,12.40627425,-0.469062554,0.004657162
362,12.41415785,0.540735199,0.004733396
363,12.429497,-0.049626441,0.00480533
364,12.46322266,0.246736322,0.003185609
365,12.470933,0.097600932,0.003352544
366,12.471556,0.086187456,0.002682155
367,12.56295564,-0.003657449,0.003234597
368,12.56654555,0.640684514,0.002703575
369,12.59615509,-0.089437608,0.004067165
370,12.62998961,0.070318022,0.004473824
371,12.63247073,-0.016949963,0.004753448
372,12.6806168,0.007454017,0.003695079
373,12.68429504,-0.183959487,0.004764453
374,12.71761027,0.68790584,0.002821732
375,12.72706838,-0.218918822,0.005912264
376,12.73522956,0.685498967,0.003869268
377,12.73914565,-0.112538109,0.002986957
378,12.77493462,0.333108388,0.00606092
379,12.78669669,-0.178183357,0.003444252
380,12.80428462,-0.205106481,0.002789729
381,12.80510091,-0.196610548,0.003479143
382,12.81304317,-0.198580947,0.0024485
383,12.81545407,-0.894897901,0.003771617
384,12.8496475,-0.309529738,0.00355982
385,12.87986048,0.49562168,0.002548181
386,12.8830054,-0.284632504,0.00397865
387,12.88350958,0.480314742,0.005399394
388,12.88586236,0.473642568,0.002132582
389,12.88864028,0.508332197,0.001627706
390,12.89069599,0.494745619,0.002739865
391,12.90276898,-0.026203774,0.002368518
392,12.91757657,0.487812794,0.003589318
393,12.93248953,-0.079021649,0.004704881
394,12.97782915,-0.271745293,0.00217198
395,12.99178496,-0.355181838,0.001644554
396,12.99959379,-0.359384543,0.004333434
397,13.07787882,-0.310915385,0.006015349
398,13.08665661,0.732790789,0.003201459
399,13.1316418,-0.148171835,0.003655299
400,13.18759283,0.041337237,0.006735004
401,13.20934675,-0.14409747,0.003765732
402,13.25692982,-0.410999659,0.004392956
403,13.28738105,-0.33065885,0.002054229
404,13.31693137,-0.025052374,0.003359825
405,13.32210904,0.096846301,0.003724066
406,13.33359273,-0.009530498,0.002365837
407,13.38091274,-0.158954499,0.00168535
408,13.38481119,0.066379846,0.005635813
409,13.43359704,-0.74366803,0.004513549
410,13.49770167,-0.211253277,0.002899362
411,13.50882164,0.938191315,0.003951303
412,13.536035,-0.177742716,0.00149932
413,13.54324488,-0.179854102,0.002592
414,13.54804493,0.026406037,0.002005129
415,13.56531863,0.840111489,0.002958032
416,13.57735328,-0.02747458,0.002356892
417,13.63118028,0.193721621,0.005322734
418,13.65050922,0.097485397,0.003644917
419,13.65142168,0.526540705,0.002573284
420,13.67344994,-0.010831946,0.003467376
421,13.7245201,-0.437854236,0.002208298
422,13.72589138,-0.443537804,0.003251059
423,13.77046715,0.618703614,0.003333382
424,13.77682276,0.488495959,0.004318437
425,13.78495237,0.610820317,0.0027484
426,13.79743964,0.167920096,0.003221226
427,13.798498,-0.547882193,0.005978453
428,13.80268726,-0.540488088,0.003032886
429,13.82577346,0.569687691,0.005746374
430,13.83579145,0.183902613,0.005798339
431,13.87695786,0.282110819,0.00518195
432,13.88835197,-0.476272413,0.002988496
433,13.9005497,0.30080319,0.006386918
434,13.96267738,-0.145544897,0.004038393
435,13.96807424,-0.131521454,0.001649729
436,13.97402695,-0.39554704,0.003398696
437,13.97730112,-0.746963554,0.00169102
438,13.98306565,-0.788157658,0.001484782
439,13.98794324,-0.861115222,0.006146107
440,13.99608007,-0.416472817,0.003502399
441,14.0011535,0.334402564,0.002732439
442,14.03286096,-0.515706508,0.004178864
443,14.10238598,0.090663078,0.005354517
444,14.11263901,-0.566534593,0.004704157
445,14.15329979,-0.611250593,0.004578187
446,14.17426771,0.023028923,0.004408633
447,14.20706707,-0.109407963,0.005843376
448,14.25799614,-0.549882427,0.002331578
449,14.27603309,-0.159669941,0.00378271
450,14.30262134,-1.027616522,0.002967237
451,14.32169066,0.025635907,0.003792773
452,14.33123693,-0.638866368,0.004502615
453,14.34539065,0.262210991,0.002730597
454,14.3519368,-0.643270142,0.005610893
455,14.36048541,0.086240763,0.00373059
456,14.37520227,-0.517781231,0.003054611
457,14.38564748,0.10741219,0.00322734
458,14.39022709,-0.02127228,0.004284412
459,14.4056702,-0.204848136,0.002989307
460,14.41861234,-0.689869363,0.002926455
461,14.44757764,-0.596412915,0.003497005
462,14.47805647,-0.106743327,0.003998536
463,14.47945679,-0.003675042,0.001988563
464,14.49014338,0.02152815,0.004277159
465,14.50699318,-0.266657878,0.002654378
466,14.59094831,-0.125034982,0.003825302
467,14.60650523,0.01715679,0.001644952
468,14.62999893,0.301694857,0.005410759
469,14.64150898,0.633652423,0.00339097
470,14.64290613,-0.777167875,0.008070106
471,14.66313539,0.027972458,0.004116345
472,14.67822389,-0.205043208,0.001832983
473,14.67849302,0.039420633,0.001943436
474,14.68382292,0.028184078,0.002914499
475,14.76710618,0.286792032,0.002929548
476,14.77856336,-0.332939978,0.003429257
477,14.81726428,-0.113569734,0.003493271
478,14.84410215,-0.310485207,0.004791146
479,14.8829154,-0.196536505,0.002721125
480,14.88934539,-0.401649134,0.005716098
481,14.92174397,0.069685087,0.004410217
482,14.92586147,0.021876161,0.004383879
483,14.97784659,-0.955543641,0.007683131
484,14.9825125,0.028585326,0.001967549
485,14.9868467,-0.122040752,0.003246177
486,15.05279247,0.082080435,0.001656532
487,15.07535676,-0.121276218,0.004320515
488,15.07993321,-0.983867006,0.006470158
489,15.08117608,-0.947882579,0.002913057
490,15.12964334,-0.525351409,0.006179507
491,15.17661757,0.04350014,0.004224182
492,15.18331972,-0.152439106,0.004289512
493,15.18334378,-0.163052861,0.00265225
494,15.19470283,0.234179169,0.00178235
495,15.2170683,0.284735649,0.004014589
496,15.28006749,-0.597802927,0.005466425
497,15.36476192,-0.416129859,0.004613088
498,15.45670626,0.117465364,0.001812685
499,15.45917609,0.253139842,0.001481554
500,15.48419102,-0.515376566,0.002168359
501,15.50748329,-0.384675624,0.003564097
502,15.51648975,-1.019027406,0.003842245
503,15.52094144,0.189649254,0.004428378
504,15.54919757,-1.006640925,0.004950294
505,15.56517162,-0.639716737,0.001475299
506,15.63770001,-0.231243028,0.003849797
507,15.64050356,-0.218749243,0.003642521
508,15.65403967,-0.224537049,0.002720832
509,15.65596291,-0.479154488,0.002818261
510,15.67464561,-0.417496938,0.002132942
511,15.75727808,-0.223249349,0.001578537
512,15.82102108,-0.312522095,0.002579855
513,15.89854257,0.551625224,0.004850984
514,15.91792317,-0.699974361,0.003029623
515,16.14400919,0.00808716,0.002735481
516,16.21792893,-0.090986816,0.002267285
517,16.29589528,-0.181305962,0.002202912
518,16.31100068,-0.476608759,0.003982897
519,16.3116153,-0.745918858,0.003631106
520,16.33521632,-0.075041295,0.002325889
521,16.33577263,-0.580432284,0.003618374
522,16.3481904,-0.086905219,0.002221864
523,16.36072941,-0.20896755,0.005929437
524,16.36427551,-0.060244703,0.005309592
525,16.3692192,-0.210955801,0.001868253
526,16.37818719,-0.305365278,0.004364782
527,16.39071788,-0.137724192,0.004002743
528,16.41646914,0.877559299,0.00285413
529,16.41764773,0.443959092,0.002897405
530,16.41868353,0.882704531,0.003249003
531,16.41896967,-0.37083833,0.00370093
532,16.42521587,0.445453902,0.002568188
533,16.44116912,-0.201579875,0.00250353
534,16.44441564,-0.193751313,0.002237375
535,16.50670186,-0.42588911,0.002878444
536,16.57757667,-0.037318694,0.002149479
537,16.58004366,-0.04428973,0.001830016
538,16.58252183,-0.051855963,0.003624398
539,16.58447914,-0.034255482,0.002049271
540,16.59322711,-0.461741608,0.004151318
541,16.66136166,-0.331685659,0.002875099
542,16.6990065,-0.305820158,0.002632962
543,16.69993988,-0.512756586,0.002923389
544,16.72777846,0.191819532,0.003142268
545,16.74560947,-0.003206019,0.001806027
546,16.75797914,0.012966174,0.002100706
547,16.79956954,0.060481124,0.004556857
548,16.82135164,-0.348157392,0.004397649
549,16.82867549,0.080329676,0.00191222
550,16.84670432,-0.376297041,0.002239733
551,16.87152276,0.127043861,0.00155282
552,16.88406756,0.128093204,0.001754283
553,16.88650524,0.081127869,0.002088436
554,16.89062738,0.120112007,0.002033381
555,16.90652633,-0.65941029,0.004735007
556,16.91067482,0.122072559,0.002387526
557,16.91504467,0.144146463,0.002417545
558,16.92758988,0.960011778,0.00435793
559,16.94373904,-0.073678152,0.005812169
560,17.01382343,-0.222029113,0.003139959
561,17.02978946,-0.068972685,0.002383186
562,17.05898865,-0.207285132,0.003494973
563,17.11439394,-0.113022834,0.003812711
564,17.12591009,0.143377367,0.003255732
565,17.1450561,-0.50979964,0.002670444
566,17.19686503,0.121794562,0.00287181
567,17.2214904,-0.186901991,0.00434361
568,17.23318026,-0.182735254,0.002208953
569,17.30644608,0.404954024,0.002943474
570,17.31645202,0.408554202,0.002182478
571,17.31700762,0.392674591,0.005715845
572,17.32902282,0.427705872,0.005522545
573,17.33395813,-0.139469383,0.002223754
574,17.33794873,-0.135473683,0.002579348
575,17.39116884,-0.289485716,0.003554641
576,17.44607178,0.817004807,0.003463018
577,17.45055987,0.811548318,0.003278728
578,17.45882576,-0.202223307,0.003514582
579,17.45998085,-0.197274151,0.001703794
580,17.46856352,0.136437518,0.00203321
581,17.47466951,-0.23639941,0.001741656
582,17.4815179,0.823148565,0.003032689
583,17.49612196,-0.456098416,0.002005872
584,17.5548778,0.164161962,0.003908277
585,17.58830794,0.091748654,0.002372582
586,17.59311355,0.088267662,0.001921685
587,17.61025208,-0.721867056,0.003624251
588,17.62714336,-1.046105588,0.002915115
589,17.64845173,0.162318671,0.002128787
590,17.65030234,0.150608176,0.004507175
591,17.67605869,-0.660488749,0.004114328
592,17.69272287,-0.090885677,0.00379189
593,17.75777793,-0.194354684,0.003685108
594,17.85960934,0.072409613,0.003198955
595,17.91928803,-0.002090749,0.003025823
596,17.92090009,-0.669512446,0.003395658
597,17.92949392,-0.674342544,0.003853886
598,17.97948041,0.233381776,0.003751143
599,17.98123474,-0.199920854,0.002622475
600,17.98449747,0.127348493,0.003400986
601,17.9867911,-0.109824154,0.004392579
602,18.00421659,-0.349624199,0.002761998
603,18.06820343,-0.29893772,0.004052931
604,18.07907549,-0.298821427,0.001898135
605,18.1035916,0.051134742,0.002946768
606,18.14638523,0.187631488,0.002094857
607,18.14698759,0.104692137,0.002443124
608,18.16628355,0.336525268,0.004763426
609,18.17980607,-0.387528193,0.004278291
610,18.21018992,0.518671537,0.002544481
611,18.21599197,-0.223077986,0.003907882
612,18.22456353,0.362602623,0.001518249
613,18.23095227,0.370944342,0.001550034
614,18.25723505,-0.255545584,0.001826966
615,18.29784962,-0.846324243,0.003330758
616,18.30415563,-0.391558817,0.006535122
617,18.31627793,-0.840137103,0.003946818
618,18.31938852,-0.733100936,0.003963685
619,18.32397681,-0.73178345,0.001995922
620,18.32406655,-0.736013726,0.001930189
621,18.35600859,0.6767439,0.002928238
622,18.35907321,-0.165915053,0.002863517
623,18.38657492,0.143166715,0.003063814
624,18.41875602,-0.96826358,0.003745808
625,18.43670628,-0.379435667,0.001549846
626,18.44300823,0.001482186,0.001639214
627,18.44532735,-0.899448886,0.002203651
628,18.45682724,-0.000867848,0.0017869
629,18.47297014,-0.382226217,0.002449549
630,18.48698196,-0.016035298,0.00166126
631,18.48962948,-0.018274676,0.003203656
632,18.50042094,-0.256179004,0.002976734
633,18.51770481,0.307636305,0.001503999
634,18.52349082,-0.296260378,0.003131067
635,18.52830116,-0.341562822,0.001847918
636,18.54841712,0.222946943,0.002297794
637,18.58707622,0.344852579,0.001744909
638,18.59404788,-0.505212484,0.001764051
639,18.60755707,-0.232642203,0.002941943
640,18.62311228,0.297307634,0.001806213
641,18.65533874,-0.058318046,0.004574469
642,18.65919848,0.054352182,0.001711587
643,18.66075645,0.037443484,0.001623061
644,18.66136168,-0.383834752,0.002155164
645,18.66692896,0.051721458,0.002430836
646,18.67116312,0.027996294,0.001903308
647,18.67289294,-0.237789316,0.003977498
648,18.68536679,-0.230729698,0.002121635
649,18.69784337,-0.224983093,0.002103285
650,18.70863501,-0.126421007,0.00460836
651,18.73299382,-0.23128179,0.002232023
652,18.74580353,0.250887178,0.001767472
653,18.76107537,0.263307143,0.002832763
654,18.76254086,0.270315053,0.003651423
655,18.76524019,0.262022314,0.002232961
656,18.79403501,-0.289251538,0.002586713
657,18.82145204,-0.080101163,0.003607727
658,18.83252421,-0.30107571,0.00465454
659,18.83531083,-0.13661342,0.002969361
660,18.88415273,0.055547949,0.003510465
661,18.88430845,0.049539472,0.01010551
662,18.89728573,-0.281614277,0.002972492
663,18.90588112,-0.625361603,0.003302637
664,18.94891142,-0.77516592,0.006588894
665,18.94993087,-0.010567484,0.004344639
666,19.00287683,-0.08506071,0.004756273
667,19.00615203,-0.036151953,0.003651315
668,19.04707428,-0.053731865,0.001625894
669,19.05028367,-0.593457352,0.004219558
670,19.05894833,0.566755491,0.004078903
671,19.07528253,-0.287126966,0.003958189
672,19.11791052,-0.335225269,0.003766271
673,19.1264804,-0.068915455,0.002608162
674,19.14533317,0.355179152,0.00449603
675,19.18419949,-0.315967432,0.002658911
676,19.221158,-0.643472323,0.004251061
